-0.016413732	0.08148828	-0.20693344	-0.25851297	0.046045132	-0.23090348	0.89193434	0.22764967	0.13508242	0.12491159	-0.18817645	0.13641237	-0.10151777	-0.00871455	0.42446113	0.5170743
0.21243842	0.0503836	-0.37597802	-0.070215635	-0.5361243	-0.3283541	0.23556294	-0.47719088	0.4483894	0.36710864	-0.55475587	0.26205504	-0.09799732	-0.23587537	0.015558158	0.040362928
0.024987321	-0.30062202	-0.0003806338	0.09530343	-0.076643474	-0.24669017	-0.11185246	-0.23530151	0.2813986	-0.5231293	-0.5615743	-0.307645	0.27852055	0.0709188	0.1922486	-0.18599163
0.37666854	0.4731786	-0.36150604	0.044591006	-0.20171756	-0.48159447	0.34496504	-0.46980667	0.54999065	0.2725652	-0.36529434	0.35623118	0.028000854	-0.28515667	0.34055042	0.07650408
-0.07742919	-0.913591	-1.3586545	-1.1478932	1.6185462	1.166742	0.049164623	0.4917863	-1.0272982	-0.76783186	0.14299391	0.8837518	-0.7248239	0.39452183	0.22710285	-0.58369195
0.22317272	-0.28075597	-0.44950232	0.1044734	-0.06901385	-0.25348878	-0.27255514	-0.4935359	0.13822813	-0.21636695	-0.27989817	0.36560634	0.16138275	-0.3697218	-0.02955817	0.22462316
0.15464634	0.31544793	-1.534823	0.021825142	0.22811829	0.4484689	-0.1896704	0.26227987	-0.0142632	0.47077605	-0.58500075	0.1485342	-0.30371565	-0.18005235	-0.069458	-0.4543394
0.20785467	-0.329081	-0.30595097	0.041681003	0.079034224	-0.3433588	0.036459252	-0.39451665	0.16727215	0.18262938	-0.26199195	0.27409562	-0.09307787	-0.32545912	0.0041648396	0.035538156
-0.3377875	-0.4647066	-1.3447642	-0.33394235	0.48448887	0.6601728	0.0073109902	-0.030753113	-0.53348094	-0.17822517	0.36976144	0.7795191	-1.0155845	-0.22605136	-0.1586698	0.3171058
-0.48476958	-0.60402477	-1.1225839	-0.57659364	0.60879755	0.9265475	-0.025329292	0.15022086	-0.4034932	0.13767973	0.25978726	1.021318	-0.51210386	-0.07843981	0.24641456	-0.14586617
0.07237423	-0.12364733	0.06273342	0.024203356	0.0858242	-0.20448646	0.4373282	0.33608574	-0.16971286	-0.23986788	0.24378863	0.43173146	0.31592652	-0.6248479	0.032975305	-0.1589634
0.2541425	1.0545962	1.0069174	-0.7090931	0.35252163	-0.4972284	-0.4560368	-0.5327846	-0.6074307	0.6921678	0.39122453	0.95483696	0.15539058	0.05130438	0.18130215	0.3909668
0.03717932	-0.019887526	0.2825254	-0.07931121	-0.17592166	-0.107843585	0.12359391	0.4279284	-0.3615235	-0.5788823	0.34439796	0.9267366	0.9181037	-0.60560626	-0.24113254	-0.14145352
-0.34986824	-0.30101568	0.44940898	-0.2350561	0.6562154	-0.13781571	0.66654825	-0.035401154	-0.3271911	0.21171285	0.7035425	0.021243041	-0.082369916	0.13275373	0.5773771	0.6312529
-0.44068965	1.1585947	1.3447398	-1.1368995	0.620234	-0.437127	-1.6013354	-0.5541751	-1.2887222	-0.58915704	0.5102642	1.4982013	0.5102791	-0.2620547	0.70321596	0.32694268
0.85599923	0.43889558	0.063556455	0.049712434	-0.99037737	-0.033570986	0.8707379	-0.6106459	-1.2963692	-0.36604112	-0.33962262	0.05699344	-0.36533037	0.3989481	0.020961324	-0.3022421
-0.08212039	0.012860224	-0.14738101	-0.0106820045	0.24713491	-0.11821091	0.23958726	0.42920917	-0.23625222	-0.5071493	0.039557967	0.46155113	0.36762345	-0.6280957	-0.27899858	0.19853516
0.12349835	1.2132097	1.0659857	0.19003783	1.0641752	-1.341318	0.25470278	-0.46228576	-0.95580214	0.24291079	0.6356025	0.8298668	-0.0031613947	0.20476307	0.64716005	0.06002804
-0.04684337	-0.6482422	0.12245322	0.6047905	0.17372441	-0.524739	0.28159818	0.20541014	-0.074476644	-0.28594628	0.27063838	-0.060653597	0.40241858	-0.13755341	0.49406728	0.24364631
0.965064	0.34387994	0.5901814	-0.4820476	0.678577	0.037883233	-0.11265108	-0.36289966	-0.53495497	1.2082171	-0.048889767	-0.23788673	0.5505009	0.8341544	-0.11842371	0.46899322
-0.10535937	-0.5859306	-1.8071	-0.32023698	0.98280996	0.5454818	-0.85889834	-0.30665347	0.05584682	0.7010727	-0.59541297	0.2086096	0.017759766	0.7716296	-0.038719334	0.9102699
1.1812595	1.1090323	0.48967895	-0.8148578	-0.33043182	0.046812087	-0.36441156	-0.2544715	-1.0683166	-0.30044648	0.8745837	0.050105657	-1.3101475	-0.73234075	1.0656585	0.6915091
0.6175795	1.2817132	0.34897387	0.16544485	-0.29558203	-1.8655573	0.30189502	0.52526003	-1.7178307	-0.34347555	0.13937591	1.1589606	-0.28003666	-1.0433798	0.5057754	-0.5332957
0.18725301	0.2160615	-0.9843398	0.45595828	1.4049449	0.016333517	0.057797976	-0.059390467	0.53160983	0.7833943	-1.2813474	0.029557334	-1.2559024	-0.19317934	0.116174355	-0.09663094
-0.7635003	0.66154504	0.061101533	-0.24597302	0.4342188	-0.6942257	-0.47242442	-0.5312091	-0.55480546	-0.7570915	0.7170964	0.63310826	0.8193549	0.280831	-0.023797892	0.6339686
0.3663055	0.3990328	0.61410666	-0.102566645	0.75531554	0.1662451	-0.6814239	-0.9547985	0.41118464	0.91746795	-0.0113665955	0.8063947	0.599941	0.45100638	-0.09062339	0.18603201
0.122005746	-0.29593736	-0.04025921	-0.08773461	0.08791386	-0.65655047	0.5248886	0.4152905	0.06423487	-0.46746585	0.054147016	0.3389638	0.19382843	-0.6051768	0.1779077	0.14822602
-0.2654176	0.17784949	1.9552805	-1.2257224	0.6923223	-0.19579275	-1.1891999	0.019671574	-1.9126354	-0.72035795	0.86300933	2.023121	0.8115446	0.17555588	0.39690578	-0.25664893
1.1322389	0.34565526	-0.44470635	-0.102163576	-0.86714166	-0.20398916	-0.09370758	-0.18572813	0.29707134	0.068235986	0.087167956	-0.3730201	-0.41854188	-0.9122215	1.4244368	-0.13723181
0.011376589	-0.9180372	-1.5508226	0.92402357	0.5021686	0.22871207	-0.9362095	-0.30815718	-1.9338014	-0.23873805	-1.7372577	0.8533632	-1.3885123	0.21122248	-0.36013606	0.72400105
-0.47610208	-0.8081591	-1.3122921	-0.6884355	0.9818802	0.62472683	-1.0450425	-0.23600648	0.0697797	0.6529843	-0.40079036	0.79795945	0.6164258	0.40125906	-0.019276906	1.1892827
-0.5711098	0.10179973	0.08989017	-1.0053314	-0.22570536	0.10140102	-0.03366729	-0.19814117	-0.6295706	0.2613477	0.8195747	1.8319627	-0.71088684	-0.8220371	0.6481655	-0.16035694
0.4669543	0.9094336	-0.25148994	-0.3588531	-0.3607047	-0.45636177	0.68274623	0.17815791	0.048338573	0.4303147	-0.14665216	-0.30083743	-0.24195561	-0.5329809	0.12713228	0.33826923
-0.0005475796	-0.35654294	0.089905016	0.51432705	1.4169466	-0.33816087	-0.78863937	-0.005837623	-0.7392335	-0.097315095	0.5195342	0.8672353	0.28276783	0.6503881	-0.6458436	1.5213265
0.07343461	-1.2171643	0.10606262	0.55077565	-0.16947457	-0.6037209	0.57136333	-0.21470237	-0.27748582	0.11226684	0.14300247	0.25121003	0.2804667	-0.25983322	0.5977782	0.40793076
-0.09814094	0.10181352	-0.16283776	-0.083525	0.063142814	-0.5684558	0.3251462	0.20724997	0.19123583	-0.48889723	0.18672544	0.5913471	0.7883206	-0.29474542	-0.20224507	0.35893098
-0.66035545	-1.3979995	-0.6924331	-0.65051687	1.4470373	0.56930727	-0.50583184	0.47027615	-0.66447675	0.7653324	-1.274555	0.75531876	0.57962286	0.35580444	-0.18164314	0.55780435
0.04595385	-0.20700964	0.5278011	0.23427394	0.49862388	-0.3819284	0.97521603	0.7208293	-0.13277161	-0.13863681	0.42808944	-0.13794987	0.88160264	-0.10003173	0.5708842	-0.1973843
-0.37174535	-0.3664367	-0.47651598	0.48809314	0.36868337	0.10391283	0.23830207	-0.66083896	-0.40192303	-0.23867077	0.62216514	0.66053647	-0.03164825	0.14714158	-0.17843008	-0.09235812
0.13064341	-0.16851017	-0.05788523	0.1912785	0.2574419	-0.23123804	-0.6263973	0.51709425	0.52281773	0.5149973	-1.0891078	0.5128372	1.6222214	-0.5641837	0.01827277	-0.65648234
-0.6579803	1.6009716	1.0092212	-1.1007197	1.0826715	-0.98622066	-1.9227221	-0.8401152	-2.1361933	-1.3700385	0.74592745	1.0658841	0.7551292	1.0520941	0.86695474	-0.12781928
0.6742912	0.93461376	0.6536435	-1.2784464	0.2389175	0.03137761	-0.9390189	-0.6793354	-1.0697942	-0.30763566	0.5576642	0.1742046	-1.1517735	-0.785547	0.66575694	1.609139
0.19606462	-0.084976085	0.29294574	0.33251902	-0.2227333	-0.013640827	-0.100244634	-0.8301666	0.7628938	0.87512684	-0.6523801	0.7793955	0.45351222	-0.046652224	0.68777424	-0.770295
0.49617246	-0.0985164	0.21597047	-0.17061111	0.10409308	-0.27601293	0.14001916	-0.62211704	0.059527855	-0.3535858	0.031042226	0.057112977	0.048680417	-0.28985408	0.026823467	0.72894794
-0.46442118	0.5015115	0.032529857	-0.36216953	-0.06562277	-0.41913125	-0.23112427	-0.13823059	-0.5264977	-1.0701876	0.7939122	0.6922513	0.93188405	0.1379385	0.124313325	0.55297977
-0.47915342	2.0524306	1.2568042	-1.2344106	1.0560169	-0.51107687	-2.997821	-1.1254154	-2.2819576	-1.258718	0.86961836	1.485781	0.8103222	0.66866803	1.4941907	-0.1427269
-0.06235996	0.5118176	-0.27330294	0.21343696	0.102270536	-0.49928132	-0.19770555	-0.093579955	-0.12852061	-0.77493453	0.43726024	0.57337445	0.6804636	-0.02438696	0.039716527	0.35545528
-0.23716569	-0.22299474	-0.6385029	0.35150644	0.097873084	-0.41666046	0.016517494	-0.57404	0.2734396	-0.099597	-0.17646739	0.87870175	0.10223495	-0.42003986	0.3609215	0.11858225
