1.4288354	0.09039858	-0.30588126	-0.5042648	-1.1579404	-1.1992526	-1.0104374	-0.40613717	-0.49692324	0.60933435	-0.7204248	0.71513593	1.5154322	1.3273988	1.0507013	-0.33913714	-0.31531882	1.7121246	0.86355877	1.1038176	-1.1522422	1.1383344	-1.7329487	-0.14672062	-0.7349259	-1.3957751	-0.5470154	-1.4021641	-0.6666632	1.6687254	0.17591868	1.3525146
-0.38531294	-0.62440974	-0.9830733	-1.1680437	0.08465164	-0.4240303	-0.45111847	-0.6455757	-0.17407715	0.9507724	0.6674616	1.8775761	1.0386178	0.7347015	1.4855137	-0.053332776	-0.94420195	1.2267164	0.7847109	0.8976714	0.44752935	1.5559906	-1.0529174	1.3371555	0.041768555	-0.3761101	-1.4684507	0.35671514	-0.6942915	-0.23827061	-1.5410188	0.99156916
0.23076017	0.5029674	-0.09090954	-1.773343	-1.0374564	-0.5481355	-1.33956	-0.27403703	0.30617252	0.8364069	0.9448658	1.6337408	-0.51107144	0.4932069	1.0588148	-0.19677496	-1.176523	1.115966	0.60879594	1.0100468	0.008123012	-0.5459473	-1.1766526	1.4889848	-1.4768623	0.46260196	-0.5724316	0.31517458	-1.211965	1.1079737	-1.0138037	1.1688908
-0.68183225	1.6102304	-0.47182798	-1.5819608	-0.33144608	0.5633664	-0.6868286	-0.67592156	0.14945614	0.5871746	0.49348882	0.8874094	1.3573889	0.5603897	0.90964097	-1.2129843	-1.5784595	1.6099414	-0.16029476	0.22096354	-0.94143	-0.34707925	-0.95247996	0.22110277	-1.4209112	0.59832317	0.6070879	0.16230004	-1.4925529	0.43290225	-0.30527484	1.2062984
0.85462505	-1.0740749	0.9478891	-1.1393102	-1.3391491	-0.95599824	1.0522918	1.3412052	1.3035018	-1.039401	-1.4724048	1.2574804	1.370363	-1.1660584	1.1998686	0.695007	-1.5725197	0.31037337	-0.42981428	-0.6871263	1.1977143	0.9956893	-1.0501868	1.5248551	-0.058456115	0.45147708	1.2304903	-1.1012036	-1.2397684	1.5316485	1.0166351	-0.68570065
1.0432026	0.79835874	0.34622884	-1.8269105	-0.1989305	-0.78926444	-0.13070796	-0.73462737	0.8615125	0.7249261	0.3302905	1.4629107	-0.22321774	1.0534216	-0.23176084	-1.0183153	0.55033225	0.62811774	-0.00083668175	0.62595993	0.7308125	-0.22914018	-0.8281196	-0.516156	-1.1273648	1.0984876	0.6565155	-1.0765344	0.09543556	0.628522	-0.9602891	1.453997
-0.15121667	1.3699067	-1.6209003	-0.4390462	-0.4703772	0.8072209	-0.873664	-0.97877425	-0.521712	0.1649604	-0.61849815	1.2716792	0.06572498	0.39900482	-0.99834466	-0.24238579	-0.42535406	0.21219718	0.15625243	0.8846843	1.1447157	0.6715552	-0.8328777	0.6583218	-1.7272397	-0.7004649	0.90976876	-0.62896395	-0.075361416	1.1116863	-1.027747	0.887294
0.22860573	0.8788267	-0.41065398	-1.6708084	-0.4171068	-0.28007028	-0.9293092	-0.7767847	1.2973722	0.6230121	0.80181736	0.7010805	0.7911874	0.9996074	1.0100286	-0.7170322	0.13481323	1.2886446	-0.54410875	0.39171147	0.7238387	-0.32992768	-0.22114226	-0.16438523	-0.6138532	0.34919396	1.1176454	-0.96109396	-0.9946236	0.4684699	-0.8283977	0.6893642
-0.7378461	0.43951398	0.82646126	-1.0444549	0.26196244	-1.5859908	1.0029914	1.0308899	0.5459524	-1.016636	-0.79623127	1.664618	1.6477978	-0.9992987	1.2323393	-0.11837556	-0.1815711	-1.6614444	-0.6436956	-1.0756027	0.11083367	0.61875576	0.8980898	0.4780973	1.138917	-0.442981	1.2261883	-1.3424854	-1.2901156	-0.39740893	0.8807823	-1.1562948
1.2699803	0.09289009	-1.6028246	-0.6088642	-0.62774533	-0.76843035	-1.0825757	-0.51864105	-0.16107433	0.55644214	0.16326606	-0.07783293	0.80178934	0.9491345	1.1337928	-1.7159898	-1.347201	-0.22042786	-0.8762457	0.59320384	0.7949158	0.1418771	-1.1271534	-0.80524325	0.5462407	0.965053	1.0277398	-0.6143783	0.26193058	1.157596	-0.005559787	0.9857104
